Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,Standings
Danny Green,PHI,20/21,9.5,3.8,1.7,0.681,4.6,0,3
Draymond Green,GSW,20/21,7.0,7.1,8.9,0.542,4.6,0,10
Jamal Murray,DEN,20/21,21.2,4.0,4.8,0.653,4.6,0,5
Harrison Barnes,SAC,20/21,16.1,6.6,3.5,0.431,4.5,0,15
Dorian Finney-Smith,DAL,20/21,9.8,5.4,1.7,0.583,4.4,0,7
Bruce Brown,BRK,20/21,8.8,5.4,1.6,0.667,4.4,0,4
Tim Hardaway Jr.,DAL,20/21,16.6,3.3,1.8,0.583,4.3,0,7
Fred VanVleet,TOR,20/21,19.6,4.2,6.3,0.375,4.3,0,16
Kristaps Porziņģis,DAL,20/21,20.1,8.9,1.6,0.583,4.3,0,7
Kentavious Caldwell-Pope,LAL,20/21,9.7,2.7,1.9,0.583,4.2,0,7
Pascal Siakam,TOR,20/21,21.4,7.2,4.5,0.375,4.2,0,16
Miles Bridges,CHO,20/21,12.7,6.0,2.2,0.458,4.2,0,14
Malcolm Brogdon,IND,20/21,21.2,5.2,5.9,0.472,4.2,0,13
Jordan Clarkson,UTA,20/21,18.4,4.0,2.5,0.722,4.2,0,1
Brandon Clarke,MEM,20/21,10.3,5.6,1.6,0.528,4.2,0,11
De'Aaron Fox,SAC,20/21,25.2,3.5,7.2,0.431,4.2,0,15
Kyle Lowry,TOR,20/21,17.2,5.4,7.3,0.375,4.1,0,16
RJ Barrett,NYK,20/21,17.6,5.8,3.0,0.569,4.1,0,8
Jeff Green,BRK,20/21,11.0,3.9,1.6,0.667,4.1,0,4
Seth Curry,PHI,20/21,12.5,2.4,2.7,0.681,4.0,0,3
Isaiah Stewart,DET,20/21,7.9,6.7,0.9,0.278,4.0,0,19
Steven Adams,NOP,20/21,7.6,8.9,1.9,0.431,4.0,0,15
Dwight Howard,PHI,20/21,7.0,8.4,0.9,0.681,4.0,0,3
DeAndre Jordan,BRK,20/21,7.5,7.5,1.6,0.667,3.9,0,4
Andrew Wiggins,GSW,20/21,18.6,4.9,2.4,0.542,3.9,0,10
Bogdan Bogdanović,ATL,20/21,16.4,3.6,3.3,0.569,3.9,0,8
Taj Gibson,NYK,20/21,5.4,5.6,0.8,0.569,3.8,0,8
Dwight Powell,DAL,20/21,5.9,4.0,1.1,0.583,3.8,0,7
Dennis Schröder,LAL,20/21,15.4,3.5,5.8,0.583,3.8,0,7
Doug McDermott,IND,20/21,13.6,3.3,1.3,0.472,3.8,0,13
Jae'Sean Tate,HOU,20/21,11.3,5.3,2.5,0.236,3.8,0,20
Robert Covington,POR,20/21,8.5,6.7,1.7,0.583,3.7,0,7
Duncan Robinson,MIA,20/21,13.1,3.5,1.8,0.556,3.7,0,9
Danilo Gallinari,ATL,20/21,13.3,4.1,1.5,0.569,3.7,0,8
Terance Mann,LAC,20/21,7.0,3.6,1.6,0.653,3.7,0,5
Reggie Jackson,LAC,20/21,10.7,2.9,3.1,0.653,3.7,0,5
Robin Lopez,WAS,20/21,9.0,3.8,0.8,0.472,3.7,0,13
Anthony Davis,LAL,20/21,21.8,7.9,3.1,0.583,3.7,0,7
Donte DiVincenzo,MIL,20/21,10.4,5.8,3.1,0.639,3.6,0,6
Marcus Morris,LAC,20/21,13.4,4.1,1.0,0.653,3.6,0,5
Kevin Huerter,ATL,20/21,11.9,3.3,3.5,0.569,3.6,0,8
Cameron Payne,PHO,20/21,8.4,2.4,3.6,0.708,3.6,0,2
Pat Connaughton,MIL,20/21,6.8,4.8,1.2,0.639,3.5,0,6
Jaxson Hayes,NOP,20/21,7.5,4.3,0.6,0.431,3.5,0,15
Gordon Hayward,CHO,20/21,19.6,5.9,4.1,0.458,3.5,0,14
Shai Gilgeous-Alexander,OKC,20/21,23.7,4.7,5.9,0.306,3.5,0,18
Collin Sexton,CLE,20/21,24.3,3.1,4.4,0.306,3.5,0,18
Tyrese Haliburton,SAC,20/21,13.0,3.0,5.3,0.431,3.5,0,15
Devonte' Graham,CHO,20/21,14.8,2.7,5.4,0.458,3.4,0,14
Mitchell Robinson,NYK,20/21,8.3,8.1,0.5,0.569,3.4,0,8
Kevon Looney,GSW,20/21,4.1,5.3,2.0,0.542,3.4,0,10
Myles Turner,IND,20/21,12.6,6.5,1.0,0.472,3.3,0,13
Jae Crowder,PHO,20/21,10.0,4.7,2.1,0.708,3.3,0,2
Dejounte Murray,SAS,20/21,15.7,7.1,5.4,0.458,3.3,0,14
Alec Burks,NYK,20/21,12.7,4.6,2.2,0.569,3.3,0,8
Marcus Smart,BOS,20/21,13.1,3.5,5.7,0.5,3.3,0,12
Kemba Walker,BOS,20/21,19.3,4.0,4.9,0.5,3.3,0,12
Kyle Kuzma,LAL,20/21,12.9,6.1,1.9,0.583,3.3,0,7
Cody Zeller,CHO,20/21,9.4,6.8,1.8,0.458,3.3,0,14
Keldon Johnson,SAS,20/21,12.8,6.0,1.8,0.458,3.3,0,14
Saddiq Bey,DET,20/21,12.2,4.5,1.4,0.278,3.3,0,19
Lonzo Ball,NOP,20/21,14.6,4.8,5.7,0.431,3.2,0,15
Immanuel Quickley,NYK,20/21,11.4,2.1,2.0,0.569,3.2,0,8
Paul Millsap,DEN,20/21,9.0,4.7,1.8,0.653,3.2,0,5
Ja Morant,MEM,20/21,19.1,4.0,7.4,0.528,3.2,0,11
Naz Reid,MIN,20/21,11.2,4.6,1.0,0.319,3.2,0,17
Jerami Grant,DET,20/21,22.3,4.6,2.8,0.278,3.2,0,19
Ricky Rubio,MIN,20/21,8.6,3.3,6.4,0.319,3.1,0,17
Jarred Vanderbilt,MIN,20/21,5.4,5.8,1.2,0.319,3.1,0,17
Justin Holiday,IND,20/21,10.5,3.6,1.7,0.472,3.1,0,13
Facundo Campazzo,DEN,20/21,6.1,2.1,3.6,0.653,3.1,0,5
OG Anunoby,TOR,20/21,15.9,5.5,2.2,0.375,3.1,0,16
Tomáš Satoranský,CHI,20/21,7.7,2.4,4.7,0.431,3.1,0,15
Dāvis Bertāns,WAS,20/21,11.5,2.9,0.9,0.472,3.1,0,13
Juan Toscano-Anderson,GSW,20/21,5.7,4.4,2.8,0.542,3.0,0,10
Serge Ibaka,LAC,20/21,11.1,6.7,1.8,0.653,3.0,0,5
Lauri Markkanen,CHI,20/21,13.6,5.3,0.9,0.431,3.0,0,15
Desmond Bane,MEM,20/21,9.2,3.1,1.7,0.528,2.9,0,11
Kendrick Nunn,MIA,20/21,14.6,3.2,2.6,0.556,2.9,0,9
Maxi Kleber,DAL,20/21,7.1,5.2,1.4,0.583,2.9,0,7
Willy Hernangómez,NOP,20/21,7.8,7.1,1.1,0.431,2.9,0,15
Xavier Tillman Sr.,MEM,20/21,6.6,4.3,1.3,0.528,2.9,0,11
Tristan Thompson,BOS,20/21,7.6,8.1,1.2,0.5,2.9,0,12
Monte Morris,DEN,20/21,10.2,2.0,3.2,0.653,2.9,0,5
Kenrich Williams,OKC,20/21,8.0,4.1,2.3,0.306,2.8,0,18
Raul Neto,WAS,20/21,8.7,2.4,2.3,0.472,2.8,0,13
LaMelo Ball,CHO,20/21,15.7,5.9,6.1,0.458,2.8,0,14
Tyus Jones,MEM,20/21,6.3,2.0,3.7,0.528,2.8,0,11
Willie Cauley-Stein,DAL,20/21,5.3,4.5,0.7,0.583,2.8,0,7
Shake Milton,PHI,20/21,13.0,2.3,3.1,0.681,2.8,0,3
Matisse Thybulle,PHI,20/21,3.9,1.9,1.0,0.681,2.8,0,3
Christian Wood,HOU,20/21,21.0,9.6,1.7,0.236,2.8,0,20
Marc Gasol,LAL,20/21,5.0,4.1,2.1,0.583,2.8,0,7
Josh Hart,NOP,20/21,9.2,8.0,2.3,0.431,2.7,0,15
Luke Kennard,LAC,20/21,8.3,2.6,1.7,0.653,2.7,0,5
P.J. Washington,CHO,20/21,12.9,6.5,2.5,0.458,2.7,0,14
Bryn Forbes,MIL,20/21,10.0,1.6,0.6,0.639,2.7,0,6
Damion Lee,GSW,20/21,6.5,3.2,1.3,0.542,2.7,0,10
Grayson Allen,MEM,20/21,10.6,3.2,2.2,0.528,2.7,0,11
Moses Brown,OKC,20/21,8.6,8.9,0.2,0.306,2.6,0,18
Georges Niang,UTA,20/21,6.9,2.4,0.8,0.722,2.6,0,1
JaMychal Green,DEN,20/21,8.1,4.8,0.9,0.653,2.6,0,5
Carmelo Anthony,POR,20/21,13.4,3.1,1.5,0.583,2.6,0,7
Cameron Johnson,PHO,20/21,9.6,3.3,1.4,0.708,2.6,0,2
Payton Pritchard,BOS,20/21,7.7,2.4,1.8,0.5,2.5,0,12
Patrick Williams,CHI,20/21,9.2,4.6,1.4,0.431,2.5,0,15
Josh Richardson,DAL,20/21,12.1,3.3,2.6,0.583,2.4,0,7
Derrick Jones Jr.,POR,20/21,6.8,3.5,0.8,0.583,2.4,0,7
Jusuf Nurkić,POR,20/21,11.5,9.0,3.4,0.583,2.4,0,7
Alex Caruso,LAL,20/21,6.4,2.9,2.8,0.583,2.4,0,7
Coby White,CHI,20/21,15.1,4.1,4.8,0.431,2.4,0,15
Eric Bledsoe,NOP,20/21,12.2,3.4,3.8,0.431,2.3,0,15
Garrison Mathews,WAS,20/21,5.5,1.4,0.4,0.472,2.3,0,13
Drew Eubanks,SAS,20/21,5.8,4.5,0.8,0.458,2.3,0,14
Bismack Biyombo,CHO,20/21,5.0,5.3,1.2,0.458,2.3,0,14
Buddy Hield,SAC,20/21,16.6,4.7,3.6,0.431,2.2,0,15
De'Anthony Melton,MEM,20/21,9.1,3.1,2.5,0.528,2.2,0,11
KJ Martin,HOU,20/21,9.3,5.4,1.1,0.236,2.2,0,20
Will Barton,DEN,20/21,12.7,4.0,3.2,0.653,2.2,0,5
Kelly Oubre Jr.,GSW,20/21,15.4,6.0,1.3,0.542,2.2,0,10
Rudy Gobert,UTA,21/22,15.6,14.7,1.1,0.598,11.7,0,6
Karl-Anthony Towns,MIN,21/22,24.6,9.8,3.6,0.561,10.3,0,8
Trae Young,ATL,21/22,28.4,3.7,9.7,0.524,10.0,0,10
Robert Williams,BOS,21/22,10.0,9.6,2.0,0.622,9.9,0,5
Jimmy Butler,MIA,21/22,21.4,5.9,5.5,0.646,9.2,0,3
Mikal Bridges,PHO,21/22,14.2,4.2,2.3,0.78,8.9,0,1
DeMar DeRozan,CHI,21/22,27.9,5.2,4.9,0.561,8.8,0,8
Mitchell Robinson,NYK,21/22,8.5,8.6,0.5,0.451,8.5,0,12
Jarrett Allen,CLE,21/22,16.1,10.8,1.6,0.537,8.5,0,9
Kevin Durant,BRK,21/22,29.9,7.4,6.4,0.537,8.4,0,9
Clint Capela,ATL,21/22,11.1,11.9,1.2,0.524,8.3,0,10
Dwight Powell,DAL,21/22,8.7,4.9,1.2,0.634,8.2,0,4
Pascal Siakam,TOR,21/22,22.8,8.5,5.3,0.585,8.1,0,7
Al Horford,BOS,21/22,10.2,7.7,3.4,0.622,7.6,0,5
Jalen Brunson,DAL,21/22,16.3,3.9,4.8,0.634,7.5,0,4
LeBron James,LAL,21/22,30.3,8.2,6.2,0.402,7.5,0,16
Dejounte Murray,SAS,21/22,21.1,8.3,9.2,0.415,7.3,0,15
Tyrese Maxey,PHI,21/22,17.5,3.2,4.3,0.622,7.3,0,5
Jonas Valančiūnas,NOP,21/22,17.8,11.4,2.6,0.439,7.3,0,13
Deandre Ayton,PHO,21/22,17.2,10.2,1.4,0.78,7.3,0,1
Miles Bridges,CHO,21/22,20.2,7.0,3.8,0.524,7.2,0,10
Ivica Zubac,LAC,21/22,10.3,8.5,1.6,0.512,7.2,0,11
Desmond Bane,MEM,21/22,18.2,4.4,2.7,0.683,7.2,0,2
Donovan Mitchell,UTA,21/22,25.9,4.2,5.3,0.598,7.2,0,6
Bam Adebayo,MIA,21/22,19.1,10.1,3.4,0.646,7.2,0,3
Jakob Poeltl,SAS,21/22,13.5,9.3,2.8,0.415,6.9,0,15
Jrue Holiday,MIL,21/22,18.3,4.5,6.8,0.622,6.9,0,5
Steven Adams,MEM,21/22,6.9,10.0,3.4,0.683,6.8,0,2
Kevon Looney,GSW,21/22,6.0,7.3,2.0,0.646,6.8,0,3
Mike Conley,UTA,21/22,13.7,3.0,5.3,0.598,6.7,0,6
Fred VanVleet,TOR,21/22,20.3,4.4,6.7,0.585,6.7,0,7
Scottie Barnes,TOR,21/22,15.3,7.5,3.5,0.585,6.6,0,7
Dorian Finney-Smith,DAL,21/22,11.0,4.7,1.9,0.634,6.6,0,4
Kyle Lowry,MIA,21/22,13.4,4.5,7.5,0.646,6.4,0,3
Darius Garland,CLE,21/22,21.7,3.3,8.6,0.537,6.3,0,9
Brandon Clarke,MEM,21/22,10.4,5.3,1.3,0.683,6.3,0,2
Alec Burks,NYK,21/22,11.7,4.9,3.0,0.451,6.1,0,12
Harrison Barnes,SAC,21/22,16.4,5.6,2.4,0.366,6.0,0,17
Jarred Vanderbilt,MIN,21/22,6.9,8.4,1.3,0.561,6.0,0,8
Jordan Poole,GSW,21/22,18.5,3.4,4.0,0.646,6.0,0,3
Chris Boucher,TOR,21/22,9.4,6.2,0.3,0.585,6.0,0,7
Daniel Gafford,WAS,21/22,9.4,5.7,0.9,0.427,6.0,0,14
Terry Rozier,CHO,21/22,19.3,4.3,4.5,0.524,5.9,0,10
Zach LaVine,CHI,21/22,24.4,4.6,4.5,0.561,5.8,0,8
LaMelo Ball,CHO,21/22,20.1,6.7,7.6,0.524,5.8,0,10
Hassan Whiteside,UTA,21/22,8.2,7.6,0.4,0.598,5.8,0,6
Jaylen Brown,BOS,21/22,23.6,6.1,3.5,0.622,5.8,0,5
Kevin Love,CLE,21/22,13.6,7.2,2.2,0.537,5.7,0,9
Cameron Johnson,PHO,21/22,12.5,4.1,1.5,0.78,5.6,0,1
Gary Trent Jr.,TOR,21/22,18.3,2.7,2.0,0.585,5.6,0,7
Tobias Harris,PHI,21/22,17.2,6.8,3.5,0.622,5.6,0,5
Marcus Smart,BOS,21/22,12.1,3.8,5.9,0.622,5.6,0,5
Bobby Portis,MIL,21/22,14.6,9.1,1.2,0.622,5.5,0,5
Royce O'Neale,UTA,21/22,7.4,4.8,2.5,0.598,5.5,0,6
Terance Mann,LAC,21/22,10.8,5.2,2.6,0.512,5.5,0,11
Isaiah Hartenstein,LAC,21/22,8.3,4.9,2.4,0.512,5.5,0,11
Monte Morris,DEN,21/22,12.6,3.0,4.4,0.585,5.4,0,7
Jaren Jackson Jr.,MEM,21/22,16.3,5.8,1.1,0.683,5.4,0,2
Khris Middleton,MIL,21/22,20.1,5.4,5.4,0.622,5.3,0,5
Bojan Bogdanović,UTA,21/22,18.1,4.3,1.7,0.598,5.2,0,6
Evan Mobley,CLE,21/22,15.0,8.3,2.5,0.537,5.2,0,9
Aaron Gordon,DEN,21/22,15.0,5.9,2.5,0.585,5.2,0,7
Gary Payton II,GSW,21/22,7.1,3.5,0.9,0.646,5.2,0,3
Andrew Wiggins,GSW,21/22,17.2,4.5,2.2,0.646,5.1,0,3
Tyus Jones,MEM,21/22,8.7,2.4,4.4,0.683,5.1,0,2
Grant Williams,BOS,21/22,7.8,3.6,1.0,0.622,5.1,0,5
Jaxson Hayes,NOP,21/22,9.3,4.5,0.6,0.439,5.1,0,13
John Collins,ATL,21/22,16.2,7.8,1.8,0.524,5.1,0,10
P.J. Tucker,MIA,21/22,7.6,5.5,2.1,0.646,5.0,0,3
Wendell Carter Jr.,ORL,21/22,15.0,10.5,2.8,0.268,5.0,0,22
Lauri Markkanen,CLE,21/22,14.8,5.7,1.3,0.537,5.0,0,9
JaVale McGee,PHO,21/22,9.2,6.7,0.6,0.78,4.9,0,1
Keldon Johnson,SAS,21/22,17.0,6.1,2.1,0.415,4.9,0,15
Otto Porter Jr.,GSW,21/22,8.2,5.7,1.5,0.646,4.9,0,3
Christian Wood,HOU,21/22,17.9,10.1,2.3,0.244,4.9,0,23
Bruce Brown,BRK,21/22,9.0,4.8,2.1,0.537,4.8,0,9
Mason Plumlee,CHO,21/22,6.5,7.7,3.1,0.524,4.7,0,10
Herbert Jones,NOP,21/22,9.5,3.8,2.1,0.439,4.6,0,13
Shai Gilgeous-Alexander,OKC,21/22,24.5,5.0,5.9,0.293,4.6,0,20
Anthony Davis,LAL,21/22,23.2,9.8,3.0,0.402,4.5,0,16
Nikola Vučević,CHI,21/22,17.6,11.0,3.2,0.561,4.5,0,8
Luke Kennard,LAC,21/22,11.9,3.3,2.1,0.512,4.5,0,11
Mo Bamba,ORL,21/22,10.6,8.1,1.2,0.268,4.5,0,22
Pat Connaughton,MIL,21/22,9.9,4.2,1.3,0.622,4.4,0,5
Javonte Green,CHI,21/22,7.2,4.2,0.9,0.561,4.4,0,8
D'Angelo Russell,MIN,21/22,18.1,3.3,7.1,0.561,4.4,0,8
Jae Crowder,PHO,21/22,9.4,5.3,1.9,0.78,4.3,0,1
Anthony Edwards,MIN,21/22,21.3,4.8,3.8,0.561,4.3,0,8
Isaac Okoro,CLE,21/22,8.8,3.0,1.8,0.537,4.2,0,9
Immanuel Quickley,NYK,21/22,11.3,3.2,3.5,0.451,4.2,0,12
Onyeka Okongwu,ATL,21/22,8.2,5.9,1.1,0.524,4.2,0,10
John Konchar,MEM,21/22,4.8,4.6,1.5,0.683,4.2,0,2
Grayson Allen,MIL,21/22,11.1,3.4,1.5,0.622,4.2,0,5
Patrick Beverley,MIN,21/22,9.2,4.1,4.6,0.561,4.1,0,8
Franz Wagner,ORL,21/22,15.2,4.5,2.9,0.268,4.0,0,22
Saddiq Bey,DET,21/22,16.1,5.4,2.8,0.28,4.0,0,21
Caleb Martin,MIA,21/22,9.2,3.8,1.1,0.646,4.0,0,3
Duncan Robinson,MIA,21/22,10.9,2.6,1.6,0.646,3.9,0,3
Obi Toppin,NYK,21/22,9.0,3.7,1.1,0.451,3.9,0,12
Cody Martin,CHO,21/22,7.7,4.0,2.5,0.524,3.9,0,10
Jeff Green,DEN,21/22,10.3,3.1,1.3,0.585,3.9,0,7
Brandon Ingram,NOP,21/22,22.7,5.8,5.6,0.439,3.9,0,13
Amir Coffey,LAC,21/22,9.0,2.9,1.8,0.512,3.8,0,11
Tyler Herro,MIA,21/22,20.7,5.0,4.0,0.646,3.8,0,3
Matisse Thybulle,PHI,21/22,5.7,2.3,1.1,0.622,3.7,0,5
OG Anunoby,TOR,21/22,17.1,5.5,2.6,0.585,3.7,0,7
Nicolas Batum,LAC,21/22,8.3,4.3,1.7,0.512,3.7,0,11
De'Anthony Melton,MEM,21/22,10.8,4.5,2.7,0.683,3.7,0,2
Evan Fournier,NYK,21/22,14.1,2.6,2.1,0.451,3.7,0,12
Bogdan Bogdanović,ATL,21/22,15.1,4.0,3.1,0.524,3.7,0,10
Delon Wright,ATL,21/22,4.4,2.9,2.4,0.524,3.6,0,10
Danilo Gallinari,ATL,21/22,11.7,4.7,1.5,0.524,3.6,0,10
Max Strus,MIA,21/22,10.6,3.0,1.4,0.646,3.6,0,3
Draymond Green,GSW,21/22,7.5,7.3,7.0,0.646,3.6,0,3
Malik Monk,LAL,21/22,13.8,3.4,2.9,0.402,3.6,0,16
Jusuf Nurkić,POR,21/22,15.0,11.1,2.8,0.329,3.6,0,18
Carmelo Anthony,LAL,21/22,13.3,4.2,1.0,0.402,3.6,0,16
Jordan Clarkson,UTA,21/22,16.0,3.5,2.5,0.598,3.5,0,6
Dwight Howard,LAL,21/22,6.2,5.9,0.6,0.402,3.5,0,16
Dewayne Dedmon,MIA,21/22,6.3,5.8,0.7,0.646,3.5,0,3
Kyle Anderson,MEM,21/22,7.6,5.3,2.7,0.683,3.5,0,2
Nic Claxton,BRK,21/22,8.7,5.6,0.9,0.537,3.5,0,9
Isaiah Stewart,DET,21/22,8.3,8.7,1.2,0.28,3.4,0,21
P.J. Washington,CHO,21/22,10.3,5.2,2.3,0.524,3.4,0,10
Kyrie Irving,BRK,21/22,27.4,4.4,5.8,0.537,3.3,0,9
Damian Jones,SAC,21/22,8.1,4.4,1.2,0.366,3.3,0,17
Devin Vassell,SAS,21/22,12.3,4.3,1.9,0.415,3.3,0,15
Kelly Oubre Jr.,CHO,21/22,15.0,4.0,1.1,0.524,3.3,0,10
Richaun Holmes,SAC,21/22,10.4,7.0,1.1,0.366,3.2,0,17
Will Barton,DEN,21/22,14.7,4.8,3.9,0.585,3.2,0,7
Naz Reid,MIN,21/22,8.3,3.9,0.9,0.561,3.2,0,8
Reggie Bullock,DAL,21/22,8.6,3.5,1.2,0.634,3.2,0,4
Willy Hernangómez,NOP,21/22,9.1,6.8,1.3,0.439,3.2,0,13
Julius Randle,NYK,21/22,20.1,9.9,5.1,0.451,3.1,0,12
Myles Turner,IND,21/22,12.9,7.1,1.0,0.305,3.1,0,19
Payton Pritchard,BOS,21/22,6.2,1.9,2.0,0.622,3.1,0,5
LaMarcus Aldridge,BRK,21/22,12.9,5.5,0.9,0.537,3.1,0,9
Jae'Sean Tate,HOU,21/22,11.8,5.4,2.8,0.244,3.0,0,23
Jonathan Kuminga,GSW,21/22,9.3,3.3,0.9,0.646,3.0,0,3
Nemanja Bjelica,GSW,21/22,6.1,4.1,2.2,0.646,3.0,0,3
Ayo Dosunmu,CHI,21/22,8.8,2.8,3.3,0.561,3.0,0,8
Maxi Kleber,DAL,21/22,7.0,5.9,1.2,0.634,3.0,0,4
KJ Martin,HOU,21/22,8.8,3.8,1.3,0.244,2.9,0,23
Isaiah Roby,OKC,21/22,10.1,4.8,1.6,0.293,2.9,0,20
Tre Jones,SAS,21/22,6.0,2.2,3.4,0.415,2.9,0,15
Cedi Osman,CLE,21/22,10.7,2.2,2.0,0.537,2.9,0,9
Austin Reaves,LAL,21/22,7.3,3.2,1.8,0.402,2.9,0,16
Malik Beasley,MIN,21/22,12.1,2.9,1.5,0.561,2.9,0,8
Gordon Hayward,CHO,21/22,15.9,4.6,3.6,0.524,2.8,0,10
Patty Mills,BRK,21/22,11.4,1.9,2.3,0.537,2.8,0,9
Kevin Huerter,ATL,21/22,12.1,3.4,2.7,0.524,2.8,0,10
Kentavious Caldwell-Pope,WAS,21/22,13.2,3.4,1.9,0.427,2.8,0,14
Jaylen Nowell,MIN,21/22,8.5,2.0,2.1,0.561,2.8,0,8
Georges Niang,PHI,21/22,9.2,2.7,1.3,0.622,2.8,0,5
Devonte' Graham,NOP,21/22,11.9,2.3,4.2,0.439,2.8,0,13
Garrison Mathews,HOU,21/22,10.0,2.9,1.0,0.244,2.8,0,23
Moritz Wagner,ORL,21/22,9.0,3.7,1.4,0.268,2.8,0,22
JaMychal Green,DEN,21/22,6.4,4.2,0.9,0.585,2.7,0,7
Malcolm Brogdon,IND,21/22,19.1,5.1,5.9,0.305,2.7,0,19
Damion Lee,GSW,21/22,7.4,3.2,1.0,0.646,2.7,0,3
Taj Gibson,NYK,21/22,4.4,4.4,0.6,0.451,2.7,0,12
Khem Birch,TOR,21/22,4.5,4.3,1.0,0.585,2.6,0,7
Landry Shamet,PHO,21/22,8.3,1.8,1.6,0.78,2.6,0,1
De'Aaron Fox,SAC,21/22,23.2,3.9,5.6,0.366,2.5,0,17
Gabe Vincent,MIA,21/22,8.7,1.9,3.1,0.646,2.5,0,3
Precious Achiuwa,TOR,21/22,9.1,6.5,1.1,0.585,2.5,0,7
Cory Joseph,DET,21/22,8.0,2.7,3.6,0.28,2.5,0,21
Marcus Morris,LAC,21/22,15.4,4.4,2.1,0.512,2.4,0,11
Jaden McDaniels,MIN,21/22,9.2,4.2,1.1,0.561,2.4,0,8
Deni Avdija,WAS,21/22,8.4,5.2,2.0,0.427,2.4,0,14
Bones Hyland,DEN,21/22,10.1,2.7,2.8,0.585,2.4,0,7
Josh Green,DAL,21/22,4.8,2.4,1.2,0.634,2.4,0,4
Terry Taylor,IND,21/22,9.6,5.2,1.2,0.305,2.4,0,19
Anthony Davis,LAL,23/24,24.7,12.6,3.5,0.573,11.8,0,8
Rudy Gobert,MIN,23/24,14.0,12.9,1.3,0.683,11.6,0,3
Jarrett Allen,CLE,23/24,16.5,10.5,2.7,0.585,10.7,0,7
Devin Booker,PHO,23/24,27.1,4.5,6.9,0.598,9.2,0,6
DeMar DeRozan,CHI,23/24,24.0,4.3,5.3,0.476,9.2,0,11
Jimmy Butler,MIA,23/24,20.8,5.3,5.0,0.561,9.1,0,9
Tyrese Haliburton,IND,23/24,20.1,3.9,10.9,0.573,9.0,0,8
Chet Holmgren,OKC,23/24,16.5,7.9,2.4,0.695,8.9,0,2
Kawhi Leonard,LAC,23/24,23.7,6.1,3.6,0.622,8.9,0,4
LeBron James,LAL,23/24,25.7,7.3,8.3,0.573,8.5,0,8
Derrick White,BOS,23/24,15.2,4.2,5.2,0.78,8.5,0,1
Fred VanVleet,HOU,23/24,17.4,3.8,8.1,0.5,8.4,0,10
James Harden,LAC,23/24,16.6,5.1,8.5,0.622,8.4,0,4
Mike Conley,MIN,23/24,11.4,2.9,5.9,0.683,8.2,0,3
Tyrese Maxey,PHI,23/24,25.9,3.7,6.2,0.573,8.1,0,8
Isaiah Hartenstein,NYK,23/24,7.8,8.3,2.5,0.61,8.1,0,5
Kristaps Porziņģis,BOS,23/24,20.1,7.2,2.0,0.78,7.9,0,1
Damian Lillard,MIL,23/24,24.3,4.4,7.0,0.598,7.7,0,6
Zion Williamson,NOP,23/24,22.9,5.8,5.0,0.598,7.5,0,6
Joel Embiid,PHI,23/24,34.7,11.0,5.6,0.573,7.5,0,8
Paul George,LAC,23/24,22.6,5.2,3.5,0.622,7.3,0,4
Jalen Williams,OKC,23/24,19.1,4.0,4.5,0.695,7.3,0,2
Bam Adebayo,MIA,23/24,19.3,10.4,3.9,0.561,7.2,0,9
Stephen Curry,GSW,23/24,26.4,4.5,5.1,0.561,7.2,0,9
Aaron Gordon,DEN,23/24,13.9,6.5,3.5,0.695,7.1,0,2
Jonas Valančiūnas,NOP,23/24,12.2,8.8,2.1,0.598,7.1,0,6
Alperen Şengün,HOU,23/24,21.1,9.3,5.0,0.5,6.9,0,10
Kyrie Irving,DAL,23/24,25.6,5.0,5.2,0.61,6.9,0,5
Grayson Allen,PHO,23/24,13.5,3.9,3.0,0.598,6.9,0,6
Ivica Zubac,LAC,23/24,11.7,9.2,1.4,0.622,6.8,0,4
Nic Claxton,BRK,23/24,11.8,9.9,2.1,0.39,6.7,0,13
Donte DiVincenzo,NYK,23/24,15.5,3.7,2.7,0.61,6.6,0,5
De'Aaron Fox,SAC,23/24,26.6,4.6,5.6,0.561,6.5,0,9
Donovan Mitchell,CLE,23/24,26.6,5.1,6.1,0.585,6.4,0,7
Franz Wagner,ORL,23/24,19.7,5.3,3.7,0.573,6.4,0,8
Herbert Jones,NOP,23/24,11.0,3.6,2.6,0.598,6.3,0,6
Clint Capela,ATL,23/24,11.5,10.6,1.2,0.439,6.3,0,12
Jrue Holiday,BOS,23/24,12.5,5.4,4.8,0.78,6.3,0,1
Karl-Anthony Towns,MIN,23/24,21.8,8.3,3.0,0.683,6.3,0,3
Al Horford,BOS,23/24,8.6,6.4,2.6,0.78,6.2,0,1
Lauri Markkanen,UTA,23/24,23.2,8.2,2.0,0.378,6.2,0,14
Michael Porter Jr.,DEN,23/24,16.7,7.0,1.5,0.695,6.2,0,2
Payton Pritchard,BOS,23/24,9.6,3.2,3.4,0.78,6.1,0,1
Tobias Harris,PHI,23/24,17.2,6.5,3.1,0.573,5.9,0,8
CJ McCollum,NOP,23/24,20.0,4.3,4.6,0.598,5.9,0,6
Jaylen Brown,BOS,23/24,23.0,5.5,3.6,0.78,5.9,0,1
Jamal Murray,DEN,23/24,21.2,4.1,6.5,0.695,5.9,0,2
Austin Reaves,LAL,23/24,15.9,4.3,5.5,0.573,5.9,0,8
Brook Lopez,MIL,23/24,12.5,5.2,1.6,0.598,5.9,0,6
